"","height","weight"
"210","69.9236","141.1703"
"211","71.55542","155.9414"
"212","68.44764","134.0093"
"213","66.71398","130.0975"
"214","66.68413","106.2265"
"215","67.93699","112.0489"
"216","68.89855","136.1884"
"217","67.29191","131.236"
"218","69.57212","131.3231"
"219","67.67479","119.5261"
"220","69.04155","116.9965"
"221","67.96765","138.5255"
"222","65.83982","109.6518"
"223","65.77288","130.1569"
"224","71.14106","137.1114"
"225","67.83055","113.759"
"226","65.0693","114.9725"
"227","69.70745","127.7149"
"228","69.92983","121.9972"
"229","66.11569","117.9607"
"230","68.61364","127.7141"
"231","68.9976","117.9619"
"232","66.79171","125.1554"
"233","68.02363","141.1026"
"234","69.67258","145.4822"
"235","71.82178","116.065"
"236","72.74676","135.7458"
"237","67.27951","132.9248"
"238","67.41015","115.6622"
"239","68.5315","114.3184"
"240","68.47126","148.952"
"241","68.51867","142.1878"
"242","63.72529","134.104"
"243","67.70483","141.8926"
"244","69.47115","138.7444"
"245","66.70198","134.449"
"246","65.23126","117.0167"
"247","69.89473","115.6752"
"248","69.83048","134.7905"
"249","65.3979","120.5746"
"250","68.32214","120.0835"
"251","65.93895","84.3598"
"252","70.09805","138.9394"
"253","66.05531","143.5245"
"254","68.23481","123.1347"
"255","65.21758","115.5261"
"256","69.16173","120.9844"
"257","67.60064","120.6473"
"258","67.28621","124.0352"
"259","66.84323","117.2238"
"260","68.08281","127.9598"
"261","66.56991","116.7527"
"262","70.16973","121.9957"
"263","67.85113","123.9952"
"264","66.62309","108.855"
"265","63.68816","104.6574"
"266","68.0356","132.248"
"267","66.941","127.1834"
"268","66.26292","125.1209"
"269","70.7301","133.322"
"270","70.70844","122.3364"
"271","73.26872","130.2636"
"272","63.79021","116.7431"
"273","67.84109","125.8534"
"274","67.78058","100.627"
"275","67.23901","118.4945"
"276","66.75701","137.1255"
"277","69.03098","118.6991"
"278","68.52652","124.1641"
"279","64.65419","124.9442"
"280","65.14295","126.3889"
"281","66.74124","121.5255"
"282","66.99923","133.2951"
"283","70.26611","127.4072"
"284","67.57666","125.08"
"285","66.30582","102.8114"
"286","68.90702","134.2212"
"287","65.60543","100.9758"
"288","68.00189","145.8886"
"289","69.93715","155.3046"
"290","70.1459","138.7175"
"291","66.66364","116.2611"
"292","69.40676","120.6087"
"293","66.80598","114.4083"
"294","67.70048","133.3406"
"295","69.13438","92.74955"
"296","67.53769","131.7825"
"297","65.77912","118.3865"
"298","66.25769","131.1466"
"299","67.39038","130.2033"
"300","64.94327","129.1836"
"301","69.25699","143.1445"
"302","69.07739","138.7307"
"303","69.64403","130.9528"
"304","69.07705","124.3032"
"305","68.01304","135.3702"
"306","68.85664","124.1988"
"307","63.19158","111.2389"
"308","65.57591","129.4037"
"309","69.12101","127.7444"
"310","69.78765","121.3311"
"311","67.48203","118.2183"
"312","69.08809","123.3441"
"313","68.5529","151.9118"
"314","68.21327","115.3108"
"315","67.1012","122.3844"
"316","71.23661","129.2323"
"317","69.11946","138.2824"
"318","65.49848","144.0565"
"319","66.58706","120.8482"
"320","67.99831","113.3034"
"321","72.57747","149.3227"
"322","67.97585","130.6373"
"323","66.62347","122.387"
"324","67.29574","133.8677"
"325","65.95951","134.8336"
"326","66.54011","137.8363"
"327","68.07723","112.6812"
"328","65.83291","121.1964"
"329","69.23721","114.9262"
"330","64.69413","110.3762"
"331","69.21372","126.0337"
"332","67.16792","118.7008"
"333","67.8467","119.3108"
"334","69.27389","150.7397"
"335","67.90547","121.1142"
"336","67.076","118.4065"
"337","70.01531","142.759"
"338","70.05454","145.6305"
"339","70.86714","127.3425"
"340","66.0586","115.9678"
"341","65.23745","104.4441"
"342","68.7413","138.4905"
"343","69.51946","145.5049"
"344","70.30764","124.4065"
"345","67.29982","124.1866"
"346","67.60582","126.1659"
"347","67.85566","138.8125"
"348","66.46536","121.5515"
"349","68.92071","114.2555"
"350","68.46886","129.4022"
"351","69.5193","137.5583"
"352","70.23956","134.4996"
"353","67.85651","127.7103"
"354","68.00435","115.6709"
"355","67.13983","131.5906"
"356","68.09931","127.5839"
"357","68.99077","125.7211"
"358","69.32618","119.9885"
"359","70.09286","140.8676"
"360","68.74304","136.9164"
"361","64.18633","118.4759"
"362","66.09074","129.5516"
"363","69.24418","152.0714"
"364","69.66512","120.8646"
"365","68.42721","136.1027"
"366","68.28613","130.0611"
"367","69.37684","131.7743"
"368","68.35315","139.38"
"369","72.32489","168.229"
"370","70.37159","127.6446"
"371","65.72927","131.8008"
"372","66.49627","122.8561"
"373","70.81339","140.2133"
"374","67.37579","142.6929"
"375","67.79709","137.4299"
"376","68.1607","126.0392"
"377","68.85782","143.5985"
"378","67.71342","122.62"
"379","64.66007","108.6044"
"380","65.73721","100.6617"
"381","68.42441","116.1397"
"382","68.88946","140.5293"
"383","68.27367","125.6907"
"384","69.18045","134.3329"
"385","72.60996","136.4649"
"386","66.04157","127.8822"
"387","69.2288","123.1361"
"388","68.87697","116.3375"
"389","66.46042","124.5581"
"390","69.30444","125.7853"
"391","67.58249","107.5905"
"392","69.41816","143.0236"
"393","67.46867","118.7434"
"394","66.44873","118.9856"
"395","68.76185","131.8744"
"396","63.76881","119.3691"
"397","69.03663","126.1223"
"398","66.48966","126.6122"
"399","66.74224","113.5597"
"400","67.69394","115.8413"
"401","66.69066","130.2738"
"402","67.02877","125.4542"
"403","65.91096","117.1655"
"404","70.0304","137.3184"
"405","69.26978","149.4447"
"406","70.07695","151.0695"
"407","64.90942","116.9994"
"408","69.68744","138.1787"
"409","67.56524","127.621"
"410","63.85529","120.7514"
"411","71.6189","144.2537"
"412","64.98993","105.7939"
"413","64.60759","120.1567"
"414","62.01666","109.0848"
"415","65.28516","125.971"
"416","67.70163","110.2325"
"417","70.85794","134.4706"
"418","68.17075","115.5067"
"419","67.45006","125.1086"
"420","71.04224","116.4113"
"421","67.83032","133.3944"
"422","67.15488","108.7478"
"423","68.30289","134.3986"
"424","65.41208","131.2085"
"425","68.66755","130.8318"
"426","70.06733","127.0838"
"427","69.13413","119.4067"
"428","67.02078","105.5616"
"429","65.52274","134.4733"
"430","70.19808","132.6897"
"431","67.66866","126.058"
"432","69.73257","126.3532"
"433","67.61719","142.3603"
"434","70.79589","124.5873"
"435","69.65804","122.3604"
"436","66.73277","123.2298"
"437","67.58008","131.4049"
"438","65.25317","124.3037"
"439","70.71387","128.3836"
"440","71.27374","136.853"
"441","66.55913","118.0569"
"442","68.04247","121.4969"
"443","68.11699","119.2811"
"444","71.2367","126.5545"
"445","66.92387","129.2477"
"446","71.10381","134.7804"
"447","69.41466","146.0725"
"448","69.16807","162.4109"
"449","68.57725","130.1885"
"450","69.60315","132.1941"
"451","69.05087","127.4591"
"452","68.28699","125.3466"
"453","69.25276","134.7559"
"454","68.23862","121.9395"
"455","67.6868","125.6688"
"456","68.84083","145.956"
"457","69.52061","119.9207"
"458","66.97668","111.5093"
"459","72.0053","138.676"
"460","67.44482","135.0151"
"461","66.06214","116.509"
"462","65.5747","123.9575"
"463","68.30171","136.952"
"464","71.02603","153.0797"
"465","70.76882","126.357"
"466","67.50812","145.0614"
"467","69.50936","135.1739"
"468","66.4455","108.806"
"469","68.5689","110.5155"
"470","67.01296","138.2685"
"471","68.70004","119.5111"
"472","68.23013","115.3214"
"473","70.40713","132.3684"
"474","65.69989","93.99438"
"475","65.7031","127.4051"
"476","68.48055","134.3024"
"477","66.62891","124.9721"
"478","66.84285","124.072"
"479","69.89734","133.5476"
"480","67.6543","134.1509"
"481","68.30917","130.2489"
"482","69.74848","138.0935"
"483","68.57906","126.6064"
"484","68.14477","131.8076"
"485","67.98093","131.7363"
"486","64.82535","117.6261"
"487","69.20785","126.1943"
"488","69.2656","127.5132"
"489","70.9403","142.4785"
"490","69.07826","139.444"
"491","66.20183","110.3204"
"492","71.05779","131.9541"
"493","68.99493","129.2037"
"494","70.96089","124.3513"
"495","66.02496","126.5251"
"496","69.8641","149.2303"
"497","66.82802","142.1577"
"498","69.09424","127.1436"
"499","66.81425","122.3353"
"500","67.13183","112.6659"
"501","64.57428","134.2647"
"502","68.68038","120.6936"
"503","67.53724","115.783"
"504","71.17732","128.6855"
"505","70.53514","134.7611"
"506","71.53411","118.3419"
"507","66.77301","106.1557"
"508","66.33636","126.3823"
"509","64.83095","114.3716"
"510","68.38247","130.2787"
"511","68.05038","123.3066"
"512","69.09149","122.8571"
"513","69.91046","125.6932"
"514","68.40737","111.7247"
"515","68.32559","125.5516"
"516","66.95555","119.9702"
"517","70.54816","132.6043"
"518","69.37805","132.6738"
"519","67.52012","117.4521"
"520","64.87142","101.8549"
"521","69.13396","128.4418"
"522","68.81192","134.0414"
"523","67.56446","127.7511"
"524","68.16772","127.6172"
"525","65.80687","139.3971"
"526","64.92276","113.9381"
"527","68.35584","147.5188"
"528","66.71546","132.6523"
"529","69.18196","132.8139"
"530","65.88795","105.0942"
"531","66.03733","127.5187"
"532","69.44194","130.7305"
"533","67.14847","128.5815"
"534","65.69442","122.5699"
"535","69.42723","157.2961"
"536","66.54503","121.1097"
"537","69.04469","147.5061"
"538","67.62036","117.493"
"539","69.59105","132.4472"
"540","68.12343","118.1774"
"541","71.22641","123.7319"
"542","66.43285","130.365"
"543","66.31808","122.8882"
"544","68.02724","107.8693"
"545","68.2876","118.591"
"546","66.91609","125.6467"
"547","71.77546","148.6016"
"548","66.04535","150.279"
"549","69.01455","127.0678"
"550","68.70744","128.7122"
"551","65.012","118.4233"
"552","66.05857","125.3879"
"553","71.16403","149.2676"
"554","67.55274","107.3484"
"555","68.83455","133.6992"
"556","68.11811","124.8508"
"557","67.90528","112.7028"
"558","67.64085","127.8407"
"559","69.78282","134.1615"
"560","67.99889","138.6031"
"561","69.41465","126.044"
"562","70.42989","129.5856"
"563","67.67519","134.1054"
"564","67.88036","106.1251"
"565","68.06905","127.0561"
"566","66.99435","121.9241"
"567","71.57689","150.7365"
"568","64.36564","116.0061"
"569","67.93011","125.4748"
"570","69.91863","131.6099"
"571","69.93864","129.0696"
"572","66.79766","129.1117"
"573","70.11119","148.1624"
"574","68.94814","105.388"
"575","68.02886","110.5447"
"576","69.36148","118.6402"
"577","68.44886","122.8151"
"578","65.70282","124.887"
"579","69.55674","135.7695"
"580","65.84635","116.4563"
"581","68.79983","125.3617"
"582","69.03835","133.122"
"583","67.36352","138.3328"
"584","70.35788","124.4972"
"585","69.88828","136.7205"
"586","65.15319","115.0153"
"587","69.40907","132.6366"
"588","68.50874","143.1323"
"589","65.71552","134.7422"
"590","63.98308","122.6246"
"591","70.07685","153.5634"
"592","68.42542","126.289"
"593","68.23665","134.7206"
"594","67.82856","134.5987"
"595","66.31277","118.3945"
"596","69.75128","121.2997"
"597","65.70901","132.2844"
"598","66.88227","139.0617"
"599","67.2791","110.698"
"600","70.63357","154.1073"
"601","69.9377","124.1592"
"602","65.87671","134.5173"
"603","72.44694","138.2622"
"604","70.07052","149.0801"
"605","67.68486","127.0075"
"606","66.1151","117.8222"
"607","69.94355","148.9096"
"608","68.24317","128.2151"
"609","68.80144","129.6944"
"610","66.61818","125.5674"
"611","70.18701","128.7947"
"612","65.58971","124.187"
"613","68.69566","151.4167"
"614","64.88639","106.9803"
"615","69.81993","145.6221"
"616","66.33962","121.5926"
"617","70.4434","130.9386"
"618","69.99163","135.6203"
"619","70.13617","123.9315"
"620","67.1793","131.9955"
"621","68.2034","117.484"
"622","67.76121","129.6577"
"623","64.79753","122.3706"
"624","66.47871","114.5867"
"625","66.98337","116.5401"
"626","65.69991","139.4307"
"627","66.82705","123.4822"
"628","66.35141","132.5492"
"629","70.13491","143.4013"
"630","70.11565","132.9429"
"631","64.56145","98.8972"
"632","68.15724","122.4342"
"633","67.1475","104.6767"
"634","70.88927","142.7847"
"635","68.16218","130.9283"
"636","71.19657","143.827"
"637","67.92444","142.2832"
"638","65.30204","107.9441"
"639","66.40756","105.6891"
"640","71.30647","125.4007"
"641","69.05997","106.4195"
"642","65.95442","118.5371"
"643","69.63776","136.7836"
"644","71.10495","145.9328"
"645","66.21851","129.637"
"646","66.13469","108.4955"
"647","67.7851","121.2537"
"648","66.67737","135.7399"
"649","69.99408","137.5026"
"650","71.1441","124.0052"
"651","68.63927","128.8613"
"652","69.08548","133.6811"
"653","67.97389","106.5185"
"654","65.94809","113.0398"
"655","66.02102","125.9639"
"656","71.23576","140.2945"
"657","67.52674","143.229"
"658","71.06935","145.8063"
"659","68.27178","128.1697"
"660","67.31932","134.1839"
"661","68.98848","140.2166"
"662","68.404","146.3453"
"663","67.092","132.0784"
"664","66.76866","122.13"
"665","65.64636","131.4693"
"666","65.34105","129.5167"
"667","68.18299","125.7451"
"668","70.65924","153.1384"
"669","65.94401","124.5559"
"670","69.62792","134.8225"
"671","68.29965","115.3877"
"672","70.06075","117.9618"
"673","68.43602","124.5647"
"674","69.27012","134.4043"
"675","67.70511","129.3092"
"676","70.89315","133.1423"
"677","70.54313","147.3609"
"678","71.58086","155.0132"
"679","68.42301","126.2905"
"680","69.35781","134.4605"
"681","70.445","134.0296"
"682","67.38153","128.9248"
"683","67.50767","123.0543"
"684","68.52054","112.1788"
"685","66.80858","111.7443"
"686","72.38532","148.4615"
"687","68.51642","136.7459"
"688","70.79791","133.2068"
"689","66.21905","116.8855"
"690","68.31167","124.8542"
"691","67.1715","121.5809"
"692","67.7714","123.197"
"693","67.47328","137.1255"
"694","67.77463","121.4941"
"695","69.20099","150.9398"
"696","70.04297","142.3009"
"697","70.56979","134.7527"
"698","66.45379","133.5585"
"699","67.68132","136.0895"
"700","65.75638","95.20216"
"701","69.3549","119.7404"
"702","70.5902","152.9146"
"703","67.27626","140.1991"
"704","68.48853","145.2503"
"705","67.02188","119.4855"
"706","65.77613","123.512"
"707","65.96579","110.6754"
"708","68.18868","111.4951"
"709","72.08595","139.4849"
"710","66.85358","133.088"
"711","69.10929","133.5196"
"712","64.5909","112.7698"
"713","67.03849","124.7975"
"714","68.99156","123.4224"
"715","70.59872","142.0921"
"716","70.08988","116.2814"
"717","65.6844","131.1256"
"718","67.0982","131.2493"
"719","66.03932","127.2422"
"720","69.26423","122.4523"
"721","66.61351","115.2431"
"722","68.11738","126.9532"
"723","69.73059","143.4439"
"724","64.02042","125.377"
"725","66.23753","109.0095"
"726","72.46761","139.2411"
"727","66.21938","102.182"
"728","71.2978","144.3898"
"729","63.1255","83.08527"
"730","70.93034","145.3938"
"731","68.25489","134.9267"
"732","64.78014","134.678"
"733","65.42982","111.4963"
"734","68.91361","119.7951"
"735","64.96937","95.70426"
"736","66.15237","117.159"
"737","65.98386","127.2356"
"738","69.2435","144.9205"
"739","68.31982","122.8464"
"740","70.11607","134.19"
"741","68.63521","124.9776"
"742","67.74289","135.8441"
"743","64.58641","120.8222"
"744","64.66165","125.0174"
"745","65.90771","133.5474"
"746","65.77649","124.5583"
"747","67.1506","135.9691"
"748","72.24339","143.5738"
"749","68.73199","130.5725"
"750","67.57019","127.192"
"751","70.36234","141.2372"
"752","63.62233","107.4236"
"753","66.20711","122.3234"
"754","66.22114","111.6055"
"755","70.0722","137.8915"
"756","69.6563","142.8742"
"757","66.25043","114.4349"
"758","68.0704","128.2736"
"759","67.14808","134.5725"
"760","68.76609","140.1034"
"761","68.12075","121.977"
"762","65.72987","111.4248"
"763","69.17439","135.0756"
"764","70.36351","132.9826"
"765","70.78557","117.7566"
"766","70.88083","134.9877"
"767","66.62148","151.6121"
"768","69.9829","128.9287"
"769","66.92866","120.1575"
"770","71.45806","125.6007"
"771","69.66344","127.8292"
"772","69.30943","136.1354"
"773","66.59775","116.2841"
"774","64.20209","127.0777"
"775","68.23051","125.7165"
"776","70.09021","121.0749"
"777","70.9755","122.7382"
"778","64.93134","119.4545"
"779","66.90106","132.9048"
"780","69.19803","132.8687"
"781","68.4149","124.3486"
"782","66.3163","132.2198"
"783","72.13467","142.804"
"784","65.74613","129.605"
"785","69.96677","128.5326"
"786","65.11417","112.9919"
"787","67.43294","122.0795"
"788","66.39785","118.396"
"789","67.18769","130.1299"
"790","67.68597","111.6824"
"791","67.77469","142.2452"
"792","63.62937","122.6049"
"793","66.447","122.8198"
"794","71.9233","119.1123"
"795","67.92214","139.4335"
"796","68.01143","141.3353"
"797","67.76524","119.787"
"798","69.19791","136.326"
"799","67.00109","118.4099"
"800","67.09659","137.692"
"801","69.85144","129.078"
"802","67.42782","123.4642"
"803","68.1104","115.4311"
"804","68.29433","129.931"
"805","69.45176","135.9563"
"806","69.08219","127.8134"
"807","70.91753","139.1014"
"808","64.20566","109.2132"
"809","71.10315","124.6154"
"810","72.08523","136.221"
"811","66.15119","120.4722"
"812","67.52898","116.1659"
"813","67.17586","115.5093"
"814","72.92955","141.9961"
"815","65.54112","135.4869"
"816","69.08487","135.1305"
"817","65.28991","108.2494"
"818","68.53447","125.1277"
"819","71.32802","142.8947"
"820","66.88095","128.2978"
"821","67.91196","128.268"
"822","67.00238","103.5665"
"823","68.27584","156.1069"
"824","66.20276","104.9661"
"825","64.24214","121.6365"
"826","67.43738","132.0066"
"827","64.50081","118.4079"
"828","68.89607","135.3898"
"829","70.32908","140.6633"
"830","64.31742","111.6703"
"831","67.11253","128.0328"
"832","68.01206","130.4737"
"833","68.25267","128.2127"
"834","67.76873","142.8202"
"835","67.44291","123.0804"
"836","65.73581","117.8771"
"837","69.64372","130.9274"
"838","71.92818","129.1735"
"839","69.39435","144.5784"
"840","67.14717","115.8635"
"841","69.1469","116.5322"
"842","66.90594","141.9947"
"843","67.838","132.1304"
"844","68.09614","135.2607"
"845","66.14093","127.0684"
"846","71.16386","129.844"
"847","67.55757","134.5066"
"848","70.01279","121.3609"
"849","72.56431","143.1486"
"850","66.60224","124.7741"
"851","68.51802","120.1546"
"852","66.34638","139.4163"
"853","69.02692","131.6743"
"854","69.12446","131.07"
"855","68.24578","129.8914"
"856","68.4869","123.344"
"857","70.68261","137.5314"
"858","70.35969","136.8886"
"859","67.62401","118.4024"
"860","69.4463","116.2441"
"861","67.92486","124.8433"
"862","68.39347","120.9809"
"863","66.31812","105.1208"
"864","71.22882","145.4377"
"865","65.29169","108.1912"
"866","66.00287","130.3778"
"867","67.61775","117.5157"
"868","69.10276","135.8762"
"869","68.99743","127.5126"
"870","69.07531","151.3998"
"871","68.34086","112.4799"
"872","71.68196","156.7554"
"873","68.77664","138.2098"
"874","66.18191","109.5685"
"875","72.37092","139.9742"
"876","66.85155","124.5873"
"877","65.75688","130.5023"
"878","69.69245","151.0783"
"879","66.27915","108.7722"
"880","66.47752","105.9927"
"881","68.71912","143.4301"
"882","68.29244","114.7434"
"883","67.66696","123.7736"
"884","71.29885","139.4769"
"885","67.07369","115.8201"
"886","70.68048","146.5682"
"887","71.40114","153.9993"
"888","71.00392","137.5899"
"889","66.2799","125.9287"
"890","68.05383","139.6939"
"891","64.16346","126.3585"
"892","66.87966","113.9307"
"893","70.52968","129.7605"
"894","65.45595","116.1925"
"895","69.11331","139.1294"
"896","67.94221","126.9815"
"897","67.2132","125.8352"
"898","67.6372","113.524"
"899","70.09365","123.2372"
"900","64.41354","123.0554"
"901","69.77698","128.133"
"902","66.58181","127.9357"
"903","68.14995","110.4678"
"904","66.18165","127.9364"
"905","66.79412","118.1678"
"906","67.1657","129.7243"
"907","68.01904","130.6094"
"908","66.95837","105.0414"
"909","68.70397","122.6299"
"910","69.68057","138.3259"
"911","66.52793","107.7381"
"912","66.46981","141.4417"
"913","71.44643","153.6966"
"914","66.62648","134.5551"
"915","64.01015","109.6593"
"916","65.03312","117.2029"
"917","66.77216","124.2843"
"918","68.91932","125.2193"
"919","71.22926","133.2256"
"920","71.10332","122.6042"
"921","69.80699","134.8652"
"922","67.09127","111.4506"
"923","67.27958","116.8458"
"924","71.86593","143.1527"
"925","67.20197","99.92383"
"926","68.44108","127.9232"
"927","67.20278","136.658"
"928","69.36588","145.3947"
"929","69.0416","126.6818"
"930","65.9056","128.1983"
"931","66.44766","122.8328"
"932","66.08009","133.2571"
"933","69.35367","116.7606"
"934","70.83359","144.0455"
"935","67.664","132.5153"
"936","65.30966","123.9832"
"937","66.66817","113.1423"
"938","66.93271","123.9512"
"939","67.73938","133.9787"
"940","64.27722","128.1519"
"941","66.83442","121.2878"
"942","65.89728","122.7107"
"943","67.6564","125.4136"
"944","68.68966","124.8761"
"945","66.08003","116.5903"
"946","66.91344","129.889"
"947","69.48392","123.889"
"948","68.60001","137.6571"
"949","69.21225","130.8805"
"950","67.63342","141.9706"
"951","65.73405","125.7334"
"952","66.09947","104.4108"
"953","67.65293","117.0685"
"954","67.59619","131.7669"
"955","69.57859","125.4738"
"956","66.08879","129.5734"
"957","70.08026","130.1053"
"958","65.00956","131.9305"
"959","69.16464","142.4645"
"960","69.61276","127.6431"
"961","71.48367","153.3153"
"962","69.47413","126.7609"
"963","69.0027","114.0258"
"964","69.5581","133.9684"
"965","68.63746","127.5869"
"966","67.20262","126.4859"
"967","66.07614","120.7651"
"968","66.18342","126.6479"
"969","70.80778","133.0747"
"970","67.158","125.9649"
"971","65.2973","121.3206"
"972","69.23494","129.7824"
"973","68.90768","130.0549"
"974","72.3478","123.4005"
"975","68.29557","137.2791"
"976","68.34735","127.7554"
"977","67.46476","133.6853"
"978","68.86803","113.9275"
"979","66.62471","135.6168"
"980","64.77193","122.6005"
"981","67.70647","118.9472"
"982","72.992","134.2703"
"983","70.95194","124.2747"
"984","67.95677","130.6981"
"985","67.20959","124.6797"
"986","66.36959","129.0839"
"987","67.63896","121.9456"
"988","69.74444","126.2689"
"989","68.17532","134.6122"
"990","66.89711","131.8476"
"991","67.4966","103.5828"
"992","66.51569","116.3925"
"993","66.88332","123.5095"
"994","69.7277","150.3395"
"995","69.78345","135.2437"
"996","65.40046","112.4584"
"997","67.99831","137.4861"
"998","72.25581","132.7902"
"999","70.79562","126.0286"
"1000","65.18786","141.3591"
"1001","67.7123","135.9065"
"1002","70.05146","134.6655"
"1003","67.30497","122.0232"
"1004","66.39813","128.3502"
"1005","69.73637","130.6354"
"1006","68.71659","131.717"
